contact_id,customer_id,channel,sent_at,hour_sent,days_before_due_at_contact,responded,responded_within_hours,outcome
CT-002824,C00859,WHATSAPP,2026-08-31 19:00:00,19,1,False,,REJECTED
CT-002825,C00860,CALL,2026-08-27 08:00:00,8,1,False,,IGNORED
CT-002826,C00861,APP_PUSH,2026-08-18 08:00:00,8,5,True,0.4,ANSWERED
CT-002827,C00861,APP_PUSH,2026-08-20 12:00:00,12,4,True,1.8,ANSWERED
CT-002828,C00861,APP_PUSH,2026-08-04 15:00:00,15,3,True,1.15,ANSWERED
CT-002829,C00861,CALL,2026-07-08 13:00:00,13,5,False,,BOUNCED
CT-002830,C00861,APP_PUSH,2026-08-02 03:00:00,3,6,False,,IGNORED
CT-002831,C00861,CALL,2026-07-17 10:00:00,10,3,False,,IGNORED
CT-002832,C00862,WHATSAPP,2026-08-04 13:00:00,13,4,True,0.32,ANSWERED
CT-002833,C00863,WHATSAPP,2026-07-25 09:00:00,9,6,False,,IGNORED
CT-002834,C00863,WHATSAPP,2026-08-29 12:00:00,12,6,False,,REJECTED
CT-002835,C00863,WHATSAPP,2026-07-09 08:00:00,8,6,True,0.64,ANSWERED
CT-002836,C00863,WHATSAPP,2026-08-09 02:00:00,2,8,False,,REJECTED
CT-002837,C00864,APP_PUSH,2026-07-05 17:00:00,17,8,False,,IGNORED
CT-002838,C00864,APP_PUSH,2026-07-05 21:00:00,21,3,False,,IGNORED
CT-002839,C00865,CALL,2026-08-11 14:00:00,14,5,False,,IGNORED
CT-002840,C00865,WHATSAPP,2026-06-16 11:00:00,11,6,False,,IGNORED
CT-002841,C00865,CALL,2026-08-07 13:00:00,13,4,False,,IGNORED
CT-002842,C00865,CALL,2026-08-26 09:00:00,9,5,False,,REJECTED
CT-002843,C00865,CALL,2026-07-14 11:00:00,11,5,False,,BOUNCED
CT-002844,C00866,APP_PUSH,2026-08-15 07:00:00,7,6,False,,IGNORED
CT-002845,C00866,SMS,2026-06-25 09:00:00,9,3,True,6.81,ANSWERED
CT-002846,C00866,APP_PUSH,2026-08-28 07:00:00,7,1,False,,IGNORED
CT-002847,C00866,WHATSAPP,2026-08-29 11:00:00,11,7,True,0.2,ANSWERED
CT-002848,C00866,WHATSAPP,2026-08-21 12:00:00,12,6,True,1.96,ANSWERED
CT-002849,C00866,WHATSAPP,2026-06-19 08:00:00,8,5,True,0.43,ANSWERED
CT-002850,C00866,SMS,2026-08-25 10:00:00,10,4,True,2.45,ANSWERED
CT-002851,C00866,APP_PUSH,2026-07-02 09:00:00,9,8,False,,IGNORED
CT-002852,C00867,APP_PUSH,2026-07-05 07:00:00,7,7,True,1.54,ANSWERED
CT-002853,C00867,APP_PUSH,2026-08-02 14:00:00,14,3,False,,IGNORED
CT-002854,C00867,CALL,2026-06-18 13:00:00,13,7,True,1.47,ANSWERED
CT-002855,C00867,APP_PUSH,2026-07-30 15:00:00,15,10,False,,IGNORED
CT-002856,C00867,APP_PUSH,2026-09-12 11:00:00,11,6,False,,IGNORED
CT-002857,C00868,SMS,2026-07-15 08:00:00,8,4,True,1.28,ANSWERED
CT-002858,C00868,SMS,2026-08-02 06:00:00,6,7,True,2.58,ANSWERED
CT-002859,C00868,SMS,2026-06-20 07:00:00,7,8,True,0.5,ANSWERED
CT-002860,C00869,SMS,2026-06-28 20:00:00,20,8,False,,REJECTED
CT-002861,C00869,CALL,2026-09-03 17:00:00,17,7,False,,IGNORED
CT-002862,C00869,CALL,2026-09-01 10:00:00,10,4,False,,IGNORED
CT-002863,C00869,CALL,2026-06-25 17:00:00,17,4,False,,IGNORED
CT-002864,C00870,APP_PUSH,2026-07-10 19:00:00,19,5,False,,IGNORED
CT-002865,C00870,SMS,2026-07-11 22:00:00,22,7,False,,IGNORED
CT-002866,C00870,CALL,2026-07-27 20:00:00,20,6,False,,REJECTED
CT-002867,C00870,SMS,2026-06-15 14:00:00,14,9,False,,IGNORED
CT-002868,C00870,WHATSAPP,2026-08-08 12:00:00,12,5,True,1.44,ANSWERED
CT-002869,C00872,APP_PUSH,2026-08-03 17:00:00,17,1,False,,REJECTED
CT-002870,C00873,CALL,2026-08-19 12:00:00,12,6,True,3.49,ANSWERED
CT-002871,C00873,APP_PUSH,2026-08-29 09:00:00,9,3,True,3.01,ANSWERED
CT-002872,C00873,APP_PUSH,2026-07-29 10:00:00,10,1,False,,IGNORED
CT-002873,C00873,CALL,2026-07-04 08:00:00,8,1,False,,IGNORED
CT-002874,C00873,CALL,2026-07-02 12:00:00,12,1,True,0.76,ANSWERED
CT-002875,C00873,APP_PUSH,2026-09-04 06:00:00,6,3,False,,IGNORED
CT-002876,C00873,CALL,2026-08-17 14:00:00,14,4,False,,IGNORED
CT-002877,C00873,CALL,2026-09-12 11:00:00,11,3,False,,IGNORED
CT-002878,C00873,APP_PUSH,2026-07-26 11:00:00,11,1,True,2.6,ANSWERED
CT-002879,C00873,APP_PUSH,2026-09-11 13:00:00,13,4,False,,IGNORED
CT-002880,C00874,APP_PUSH,2026-06-26 14:00:00,14,2,False,,IGNORED
CT-002881,C00875,WHATSAPP,2026-08-04 19:00:00,19,5,True,1.18,ANSWERED
CT-002882,C00876,CALL,2026-07-30 06:00:00,6,4,False,,IGNORED
CT-002883,C00876,APP_PUSH,2026-06-16 03:00:00,3,0,False,,IGNORED
CT-002884,C00876,APP_PUSH,2026-08-17 06:00:00,6,3,True,0.45,ANSWERED
CT-002885,C00876,CALL,2026-08-07 07:00:00,7,2,True,0.27,ANSWERED
CT-002886,C00876,APP_PUSH,2026-08-17 07:00:00,7,1,False,,IGNORED
CT-002887,C00876,APP_PUSH,2026-07-24 08:00:00,8,4,False,,IGNORED
CT-002888,C00876,SMS,2026-08-01 08:00:00,8,3,False,,IGNORED
CT-002889,C00876,SMS,2026-08-18 09:00:00,9,4,False,,IGNORED
CT-002890,C00876,APP_PUSH,2026-08-11 05:00:00,5,7,True,4.67,ANSWERED
CT-002891,C00877,SMS,2026-07-17 23:00:00,23,3,True,1.59,ANSWERED
CT-002892,C00877,WHATSAPP,2026-08-06 13:00:00,13,2,False,,IGNORED
CT-002893,C00877,CALL,2026-06-16 14:00:00,14,0,False,,IGNORED
CT-002894,C00878,APP_PUSH,2026-07-30 16:00:00,16,1,False,,IGNORED
CT-002895,C00878,CALL,2026-06-23 16:00:00,16,3,False,,IGNORED
CT-002896,C00878,WHATSAPP,2026-08-27 17:00:00,17,1,True,0.02,ANSWERED
CT-002897,C00879,APP_PUSH,2026-07-02 17:00:00,17,6,False,,BOUNCED
CT-002898,C00879,SMS,2026-07-01 21:00:00,21,2,True,1.67,ANSWERED
CT-002899,C00880,CALL,2026-07-30 11:00:00,11,1,False,,REJECTED
CT-002900,C00881,APP_PUSH,2026-07-16 15:00:00,15,2,True,1.59,ANSWERED
CT-002901,C00882,CALL,2026-07-02 20:00:00,20,6,False,,IGNORED
CT-002902,C00882,CALL,2026-06-18 09:00:00,9,4,False,,IGNORED
CT-002903,C00882,WHATSAPP,2026-09-07 15:00:00,15,3,False,,IGNORED
CT-002904,C00883,SMS,2026-06-25 07:00:00,7,3,False,,BOUNCED
CT-002905,C00883,WHATSAPP,2026-08-31 08:00:00,8,9,False,,IGNORED
CT-002906,C00883,WHATSAPP,2026-09-01 09:00:00,9,5,True,3.74,ANSWERED
CT-002907,C00883,SMS,2026-07-09 08:00:00,8,3,False,,IGNORED
CT-002908,C00884,APP_PUSH,2026-07-19 23:00:00,23,8,True,0.14,ANSWERED
CT-002909,C00884,APP_PUSH,2026-07-13 17:00:00,17,6,True,0.36,ANSWERED
CT-002910,C00884,APP_PUSH,2026-09-04 20:00:00,20,7,True,3.77,ANSWERED
CT-002911,C00884,APP_PUSH,2026-08-01 14:00:00,14,5,False,,IGNORED
CT-002912,C00885,WHATSAPP,2026-09-11 20:00:00,20,5,False,,IGNORED
CT-002913,C00885,SMS,2026-08-04 21:00:00,21,5,False,,IGNORED
CT-002914,C00885,APP_PUSH,2026-08-30 22:00:00,22,7,False,,IGNORED
CT-002915,C00886,SMS,2026-07-23 10:00:00,10,5,True,0.12,ANSWERED
CT-002916,C00886,WHATSAPP,2026-08-26 11:00:00,11,5,False,,IGNORED
CT-002917,C00886,SMS,2026-06-27 10:00:00,10,0,False,,IGNORED
CT-002918,C00887,APP_PUSH,2026-08-15 18:00:00,18,10,True,3.18,ANSWERED
CT-002919,C00887,APP_PUSH,2026-07-07 17:00:00,17,9,False,,IGNORED
CT-002920,C00887,APP_PUSH,2026-07-05 15:00:00,15,8,False,,IGNORED
CT-002921,C00887,APP_PUSH,2026-08-04 11:00:00,11,8,True,2.85,ANSWERED
CT-002922,C00887,APP_PUSH,2026-08-31 10:00:00,10,9,False,,IGNORED
CT-002923,C00888,WHATSAPP,2026-06-16 10:00:00,10,7,False,,IGNORED
CT-002924,C00889,WHATSAPP,2026-07-18 08:00:00,8,1,False,,IGNORED
CT-002925,C00889,WHATSAPP,2026-07-10 08:00:00,8,2,False,,IGNORED
CT-002926,C00890,SMS,2026-06-20 17:00:00,17,1,False,,REJECTED
CT-002927,C00890,SMS,2026-07-31 21:00:00,21,2,False,,IGNORED
CT-002928,C00891,APP_PUSH,2026-07-15 12:00:00,12,4,True,0.42,ANSWERED
CT-002929,C00891,APP_PUSH,2026-07-02 12:00:00,12,2,False,,IGNORED
CT-002930,C00891,APP_PUSH,2026-07-28 11:00:00,11,2,True,0.48,ANSWERED
CT-002931,C00891,APP_PUSH,2026-09-09 12:00:00,12,3,False,,IGNORED
CT-002932,C00891,WHATSAPP,2026-07-04 14:00:00,14,2,False,,IGNORED
CT-002933,C00891,CALL,2026-08-14 07:00:00,7,2,False,,IGNORED
CT-002934,C00891,CALL,2026-07-01 10:00:00,10,0,False,,REJECTED
CT-002935,C00892,APP_PUSH,2026-07-07 12:00:00,12,6,False,,IGNORED
CT-002936,C00892,APP_PUSH,2026-08-05 07:00:00,7,7,True,0.21,ANSWERED
CT-002937,C00892,CALL,2026-08-12 15:00:00,15,9,False,,IGNORED
CT-002938,C00892,APP_PUSH,2026-08-30 10:00:00,10,5,True,0.6,ANSWERED
CT-002939,C00892,APP_PUSH,2026-07-09 12:00:00,12,6,False,,IGNORED
CT-002940,C00893,CALL,2026-06-25 11:00:00,11,3,False,,REJECTED
CT-002941,C00894,CALL,2026-06-27 09:00:00,9,1,True,0.14,ANSWERED
CT-002942,C00895,APP_PUSH,2026-08-08 06:00:00,6,0,False,,IGNORED
CT-002943,C00895,APP_PUSH,2026-07-22 05:00:00,5,3,False,,IGNORED
CT-002944,C00896,CALL,2026-06-27 17:00:00,17,4,True,0.2,ANSWERED
CT-002945,C00896,SMS,2026-09-03 22:00:00,22,2,False,,IGNORED
CT-002946,C00897,APP_PUSH,2026-09-06 13:00:00,13,3,False,,IGNORED
CT-002947,C00897,SMS,2026-06-16 19:00:00,19,6,True,4.8,ANSWERED
CT-002948,C00897,CALL,2026-07-25 22:00:00,22,7,True,0.98,ANSWERED
CT-002949,C00897,WHATSAPP,2026-07-18 16:00:00,16,5,False,,IGNORED
CT-002950,C00898,SMS,2026-06-28 10:00:00,10,4,False,,IGNORED
CT-002951,C00898,SMS,2026-08-31 10:00:00,10,7,False,,IGNORED
CT-002952,C00899,WHATSAPP,2026-07-03 20:00:00,20,7,False,,IGNORED
CT-002953,C00899,CALL,2026-08-26 20:00:00,20,1,False,,IGNORED
CT-002954,C00899,CALL,2026-08-11 11:00:00,11,5,True,5.53,ANSWERED
CT-002955,C00900,SMS,2026-07-08 20:00:00,20,5,True,1.2,ANSWERED
CT-002956,C00901,SMS,2026-09-08 19:00:00,19,3,False,,IGNORED
CT-002957,C00901,WHATSAPP,2026-06-18 19:00:00,19,3,False,,BOUNCED
CT-002958,C00901,WHATSAPP,2026-07-19 14:00:00,14,3,False,,IGNORED
CT-002959,C00901,WHATSAPP,2026-08-03 17:00:00,17,3,True,2.86,ANSWERED
CT-002960,C00901,WHATSAPP,2026-08-05 10:00:00,10,1,True,0.56,ANSWERED
CT-002961,C00902,APP_PUSH,2026-07-29 11:00:00,11,4,True,0.96,ANSWERED
CT-002962,C00902,CALL,2026-08-11 13:00:00,13,4,False,,IGNORED
CT-002963,C00902,CALL,2026-06-17 08:00:00,8,4,True,1.03,ANSWERED
CT-002964,C00903,SMS,2026-09-07 06:00:00,6,6,True,2.65,ANSWERED
CT-002965,C00903,SMS,2026-07-10 05:00:00,5,3,True,2.04,ANSWERED
CT-002966,C00903,SMS,2026-09-04 07:00:00,7,5,True,0.8,ANSWERED
CT-002967,C00903,SMS,2026-08-03 07:00:00,7,5,True,1.01,ANSWERED
CT-002968,C00904,WHATSAPP,2026-09-05 20:00:00,20,4,False,,IGNORED
CT-002969,C00904,WHATSAPP,2026-07-01 22:00:00,22,1,False,,IGNORED
CT-002970,C00904,WHATSAPP,2026-06-23 23:00:00,23,7,False,,IGNORED
CT-002971,C00905,WHATSAPP,2026-09-08 18:00:00,18,1,False,,IGNORED
CT-002972,C00905,APP_PUSH,2026-08-18 13:00:00,13,5,False,,REJECTED
CT-002973,C00905,APP_PUSH,2026-06-23 15:00:00,15,4,False,,IGNORED
CT-002974,C00905,APP_PUSH,2026-06-27 18:00:00,18,1,False,,IGNORED
CT-002975,C00905,APP_PUSH,2026-06-15 13:00:00,13,1,False,,REJECTED
CT-002976,C00905,APP_PUSH,2026-06-20 11:00:00,11,1,False,,REJECTED
CT-002977,C00906,CALL,2026-07-06 20:00:00,20,8,False,,REJECTED
CT-002978,C00908,CALL,2026-06-25 12:00:00,12,1,False,,IGNORED
CT-002979,C00908,WHATSAPP,2026-07-23 14:00:00,14,1,False,,IGNORED
CT-002980,C00908,APP_PUSH,2026-08-02 13:00:00,13,1,False,,REJECTED
CT-002981,C00908,WHATSAPP,2026-08-20 11:00:00,11,3,True,0.26,ANSWERED
CT-002982,C00908,APP_PUSH,2026-07-16 10:00:00,10,3,True,1.3,ANSWERED
CT-002983,C00908,WHATSAPP,2026-06-17 12:00:00,12,4,False,,REJECTED
CT-002984,C00908,APP_PUSH,2026-08-01 19:00:00,19,1,False,,IGNORED
CT-002985,C00908,APP_PUSH,2026-08-08 11:00:00,11,1,False,,REJECTED
CT-002986,C00908,APP_PUSH,2026-06-17 08:00:00,8,1,False,,IGNORED
CT-002987,C00909,SMS,2026-06-26 13:00:00,13,4,True,4.45,ANSWERED
CT-002988,C00909,APP_PUSH,2026-07-18 11:00:00,11,8,True,2.0,ANSWERED
CT-002989,C00910,APP_PUSH,2026-07-22 17:00:00,17,5,False,,IGNORED
CT-002990,C00910,CALL,2026-08-09 15:00:00,15,5,True,1.45,ANSWERED
CT-002991,C00910,APP_PUSH,2026-08-20 15:00:00,15,2,False,,IGNORED
CT-002992,C00910,APP_PUSH,2026-08-10 14:00:00,14,5,True,2.9,ANSWERED
CT-002993,C00910,CALL,2026-09-01 15:00:00,15,0,False,,IGNORED
CT-002994,C00911,WHATSAPP,2026-06-16 22:00:00,22,3,True,0.12,ANSWERED
CT-002995,C00911,CALL,2026-06-19 19:00:00,19,3,False,,IGNORED
CT-002996,C00911,WHATSAPP,2026-09-01 13:00:00,13,0,True,0.04,ANSWERED
CT-002997,C00912,SMS,2026-07-03 16:00:00,16,3,True,1.48,ANSWERED
CT-002998,C00912,SMS,2026-06-16 20:00:00,20,6,False,,IGNORED
CT-002999,C00912,SMS,2026-09-01 18:00:00,18,5,True,10.68,ANSWERED
CT-003000,C00913,WHATSAPP,2026-07-04 09:00:00,9,4,False,,IGNORED
CT-003001,C00913,APP_PUSH,2026-08-25 10:00:00,10,7,False,,IGNORED
CT-003002,C00913,APP_PUSH,2026-06-29 07:00:00,7,9,False,,REJECTED
CT-003003,C00913,CALL,2026-07-10 15:00:00,15,5,False,,IGNORED
CT-003004,C00913,APP_PUSH,2026-09-03 08:00:00,8,5,False,,REJECTED
CT-003005,C00913,APP_PUSH,2026-07-22 07:00:00,7,6,False,,IGNORED
CT-003006,C00913,CALL,2026-06-18 05:00:00,5,7,False,,IGNORED
CT-003007,C00913,CALL,2026-06-19 10:00:00,10,5,False,,REJECTED
CT-003008,C00914,SMS,2026-06-15 18:00:00,18,5,False,,IGNORED
CT-003009,C00914,CALL,2026-07-31 15:00:00,15,9,False,,IGNORED
CT-003010,C00914,CALL,2026-07-10 19:00:00,19,9,False,,IGNORED
CT-003011,C00914,CALL,2026-06-15 17:00:00,17,5,False,,IGNORED
CT-003012,C00914,SMS,2026-07-14 17:00:00,17,5,True,1.14,ANSWERED
CT-003013,C00914,CALL,2026-07-15 20:00:00,20,6,False,,IGNORED
CT-003014,C00914,CALL,2026-08-18 20:00:00,20,7,False,,IGNORED
CT-003015,C00914,CALL,2026-07-14 23:00:00,23,5,False,,IGNORED
CT-003016,C00914,SMS,2026-07-05 14:00:00,14,8,True,0.06,ANSWERED
CT-003017,C00914,APP_PUSH,2026-07-29 19:00:00,19,10,False,,IGNORED
CT-003018,C00915,APP_PUSH,2026-07-06 11:00:00,11,1,False,,IGNORED
CT-003019,C00915,APP_PUSH,2026-08-04 18:00:00,18,3,False,,IGNORED
CT-003020,C00915,APP_PUSH,2026-07-17 20:00:00,20,2,False,,IGNORED
CT-003021,C00915,APP_PUSH,2026-07-29 15:00:00,15,4,False,,REJECTED
CT-003022,C00915,APP_PUSH,2026-08-08 19:00:00,19,2,True,0.14,ANSWERED
CT-003023,C00915,APP_PUSH,2026-08-14 16:00:00,16,3,False,,IGNORED
CT-003024,C00915,WHATSAPP,2026-09-10 15:00:00,15,0,False,,IGNORED
CT-003025,C00915,WHATSAPP,2026-08-16 21:00:00,21,4,False,,IGNORED
CT-003026,C00915,APP_PUSH,2026-07-22 14:00:00,14,1,False,,IGNORED
CT-003027,C00915,APP_PUSH,2026-07-07 17:00:00,17,4,False,,REJECTED
CT-003028,C00916,WHATSAPP,2026-08-06 19:00:00,19,6,False,,REJECTED
CT-003029,C00916,APP_PUSH,2026-08-28 23:00:00,23,7,False,,IGNORED
CT-003030,C00916,APP_PUSH,2026-09-11 20:00:00,20,8,True,0.77,ANSWERED
CT-003031,C00916,APP_PUSH,2026-06-29 19:00:00,19,4,False,,IGNORED
CT-003032,C00916,APP_PUSH,2026-08-10 21:00:00,21,5,False,,IGNORED
CT-003033,C00917,SMS,2026-06-28 17:00:00,17,5,False,,IGNORED
CT-003034,C00917,WHATSAPP,2026-06-18 21:00:00,21,6,False,,IGNORED
CT-003035,C00917,SMS,2026-07-20 19:00:00,19,2,False,,IGNORED
CT-003036,C00917,CALL,2026-09-01 17:00:00,17,3,False,,REJECTED
CT-003037,C00917,CALL,2026-09-08 17:00:00,17,0,False,,IGNORED
CT-003038,C00918,APP_PUSH,2026-08-21 14:00:00,14,5,False,,IGNORED
CT-003039,C00919,WHATSAPP,2026-06-18 12:00:00,12,11,False,,BOUNCED
CT-003040,C00919,APP_PUSH,2026-08-21 12:00:00,12,6,False,,BOUNCED
CT-003041,C00919,WHATSAPP,2026-09-08 15:00:00,15,4,False,,IGNORED
CT-003042,C00919,APP_PUSH,2026-08-18 10:00:00,10,7,False,,IGNORED
CT-003043,C00919,APP_PUSH,2026-08-16 09:00:00,9,8,False,,REJECTED
CT-003044,C00919,APP_PUSH,2026-08-14 15:00:00,15,9,True,1.33,ANSWERED
CT-003045,C00920,APP_PUSH,2026-07-12 10:00:00,10,3,False,,IGNORED
CT-003046,C00920,WHATSAPP,2026-08-29 17:00:00,17,3,False,,IGNORED
CT-003047,C00921,SMS,2026-08-08 21:00:00,21,-1,False,,IGNORED
CT-003048,C00921,APP_PUSH,2026-08-04 21:00:00,21,2,False,,IGNORED
CT-003049,C00921,APP_PUSH,2026-06-28 20:00:00,20,-1,False,,IGNORED
CT-003050,C00921,SMS,2026-06-26 23:00:00,23,2,False,,BOUNCED
CT-003051,C00921,CALL,2026-08-10 23:00:00,23,2,True,0.74,ANSWERED
CT-003052,C00922,WHATSAPP,2026-08-20 19:00:00,19,0,False,,REJECTED
CT-003053,C00922,WHATSAPP,2026-08-29 21:00:00,21,2,False,,IGNORED
CT-003054,C00923,WHATSAPP,2026-07-19 14:00:00,14,3,False,,REJECTED
CT-003055,C00923,APP_PUSH,2026-08-26 16:00:00,16,3,True,1.26,ANSWERED
CT-003056,C00923,APP_PUSH,2026-08-06 17:00:00,17,4,True,0.14,ANSWERED
CT-003057,C00924,APP_PUSH,2026-08-28 17:00:00,17,6,True,0.1,ANSWERED
CT-003058,C00924,CALL,2026-07-21 16:00:00,16,4,False,,REJECTED
CT-003059,C00924,SMS,2026-07-07 13:00:00,13,6,False,,IGNORED
CT-003060,C00925,APP_PUSH,2026-06-15 14:00:00,14,4,False,,IGNORED
CT-003061,C00925,WHATSAPP,2026-07-02 19:00:00,19,2,False,,IGNORED
CT-003062,C00925,APP_PUSH,2026-07-27 10:00:00,10,2,False,,IGNORED
CT-003063,C00926,SMS,2026-06-17 14:00:00,14,0,False,,IGNORED
CT-003064,C00926,WHATSAPP,2026-08-01 12:00:00,12,7,False,,IGNORED
CT-003065,C00926,CALL,2026-07-05 11:00:00,11,2,False,,IGNORED
CT-003066,C00926,CALL,2026-06-18 15:00:00,15,5,False,,IGNORED
CT-003067,C00926,CALL,2026-08-03 06:00:00,6,2,False,,IGNORED
CT-003068,C00926,SMS,2026-07-30 13:00:00,13,0,False,,IGNORED
CT-003069,C00926,SMS,2026-09-02 13:00:00,13,5,True,1.0,ANSWERED
CT-003070,C00927,WHATSAPP,2026-08-26 10:00:00,10,9,True,1.18,ANSWERED
CT-003071,C00928,WHATSAPP,2026-07-10 17:00:00,17,3,False,,IGNORED
CT-003072,C00928,CALL,2026-08-17 13:00:00,13,5,False,,REJECTED
CT-003073,C00928,SMS,2026-08-05 12:00:00,12,4,False,,IGNORED
CT-003074,C00928,WHATSAPP,2026-08-06 14:00:00,14,3,False,,IGNORED
CT-003075,C00929,SMS,2026-08-14 15:00:00,15,4,False,,BOUNCED
CT-003076,C00929,SMS,2026-09-03 17:00:00,17,8,False,,REJECTED
CT-003077,C00930,WHATSAPP,2026-06-30 18:00:00,18,5,False,,IGNORED
CT-003078,C00930,APP_PUSH,2026-09-02 12:00:00,12,1,False,,BOUNCED
CT-003079,C00930,CALL,2026-07-14 18:00:00,18,2,False,,IGNORED
CT-003080,C00931,WHATSAPP,2026-08-13 17:00:00,17,3,False,,IGNORED
CT-003081,C00931,CALL,2026-07-04 16:00:00,16,8,True,0.51,ANSWERED
CT-003082,C00931,CALL,2026-07-03 13:00:00,13,1,True,5.24,ANSWERED
CT-003083,C00932,SMS,2026-07-30 22:00:00,22,2,False,,IGNORED
CT-003084,C00932,SMS,2026-09-05 20:00:00,20,0,True,0.66,ANSWERED
CT-003085,C00932,WHATSAPP,2026-07-23 19:00:00,19,4,False,,IGNORED
CT-003086,C00932,WHATSAPP,2026-09-07 18:00:00,18,0,False,,REJECTED
CT-003087,C00933,SMS,2026-07-25 14:00:00,14,5,False,,IGNORED
CT-003088,C00933,WHATSAPP,2026-07-18 15:00:00,15,4,False,,IGNORED
CT-003089,C00933,SMS,2026-07-02 14:00:00,14,3,False,,IGNORED
CT-003090,C00933,SMS,2026-07-29 15:00:00,15,2,False,,REJECTED
CT-003091,C00933,WHATSAPP,2026-08-19 11:00:00,11,1,False,,BOUNCED
CT-003092,C00933,APP_PUSH,2026-08-02 18:00:00,18,4,False,,IGNORED
CT-003093,C00933,CALL,2026-08-04 17:00:00,17,3,False,,IGNORED
CT-003094,C00933,SMS,2026-07-27 15:00:00,15,1,False,,IGNORED
CT-003095,C00934,SMS,2026-07-26 23:00:00,23,9,False,,IGNORED
CT-003096,C00934,CALL,2026-07-15 19:00:00,19,4,False,,IGNORED
CT-003097,C00935,APP_PUSH,2026-09-03 17:00:00,17,2,False,,REJECTED
CT-003098,C00935,CALL,2026-08-12 13:00:00,13,3,False,,IGNORED
CT-003099,C00936,WHATSAPP,2026-06-18 14:00:00,14,3,False,,IGNORED
CT-003100,C00936,WHATSAPP,2026-08-30 11:00:00,11,7,False,,REJECTED
CT-003101,C00937,APP_PUSH,2026-09-03 19:00:00,19,4,False,,IGNORED
CT-003102,C00937,APP_PUSH,2026-06-21 16:00:00,16,3,True,0.26,ANSWERED
CT-003103,C00937,APP_PUSH,2026-08-08 15:00:00,15,5,True,0.62,ANSWERED
CT-003104,C00937,APP_PUSH,2026-06-22 18:00:00,18,0,False,,IGNORED
CT-003105,C00937,APP_PUSH,2026-08-10 21:00:00,21,5,True,6.93,ANSWERED
CT-003106,C00938,CALL,2026-08-23 19:00:00,19,3,False,,IGNORED
CT-003107,C00938,CALL,2026-09-06 23:00:00,23,1,False,,BOUNCED
CT-003108,C00938,SMS,2026-07-16 14:00:00,14,0,False,,REJECTED
CT-003109,C00938,SMS,2026-07-21 14:00:00,14,3,False,,IGNORED
CT-003110,C00939,SMS,2026-08-08 11:00:00,11,5,True,2.33,ANSWERED
CT-003111,C00939,SMS,2026-09-05 15:00:00,15,6,True,1.76,ANSWERED
CT-003112,C00939,APP_PUSH,2026-07-23 14:00:00,14,1,False,,IGNORED
CT-003113,C00939,SMS,2026-06-24 09:00:00,9,5,False,,IGNORED
CT-003114,C00940,CALL,2026-09-04 08:00:00,8,2,True,1.02,ANSWERED
CT-003115,C00940,SMS,2026-07-21 21:00:00,21,2,True,0.83,ANSWERED
CT-003116,C00941,CALL,2026-07-02 18:00:00,18,1,True,2.67,ANSWERED
CT-003117,C00942,SMS,2026-07-25 14:00:00,14,6,False,,IGNORED
CT-003118,C00942,SMS,2026-06-26 13:00:00,13,2,False,,REJECTED
CT-003119,C00943,SMS,2026-07-25 08:00:00,8,2,False,,REJECTED
CT-003120,C00943,APP_PUSH,2026-07-19 09:00:00,9,0,False,,IGNORED
CT-003121,C00943,APP_PUSH,2026-07-09 13:00:00,13,0,False,,IGNORED
CT-003122,C00944,WHATSAPP,2026-06-26 07:00:00,7,4,True,4.27,ANSWERED
CT-003123,C00944,WHATSAPP,2026-07-14 15:00:00,15,4,True,0.1,ANSWERED
CT-003124,C00945,APP_PUSH,2026-07-19 06:00:00,6,1,True,6.1,ANSWERED
CT-003125,C00945,WHATSAPP,2026-09-05 04:00:00,4,8,False,,IGNORED
CT-003126,C00945,WHATSAPP,2026-07-10 06:00:00,6,4,False,,IGNORED
CT-003127,C00945,SMS,2026-08-16 06:00:00,6,3,False,,REJECTED
CT-003128,C00945,WHATSAPP,2026-07-04 10:00:00,10,3,False,,REJECTED
CT-003129,C00946,WHATSAPP,2026-07-08 17:00:00,17,2,False,,IGNORED
CT-003130,C00946,APP_PUSH,2026-07-12 12:00:00,12,4,False,,IGNORED
CT-003131,C00947,WHATSAPP,2026-06-17 18:00:00,18,1,False,,BOUNCED
CT-003132,C00947,CALL,2026-07-27 17:00:00,17,2,False,,IGNORED
CT-003133,C00947,WHATSAPP,2026-07-11 22:00:00,22,5,False,,BOUNCED
CT-003134,C00948,CALL,2026-08-07 06:00:00,6,9,False,,IGNORED
CT-003135,C00948,CALL,2026-08-11 12:00:00,12,10,False,,IGNORED
CT-003136,C00949,APP_PUSH,2026-06-19 09:00:00,9,5,False,,REJECTED
CT-003137,C00950,SMS,2026-07-05 11:00:00,11,4,True,2.26,ANSWERED
CT-003138,C00950,SMS,2026-07-28 08:00:00,8,7,False,,IGNORED
CT-003139,C00950,WHATSAPP,2026-07-25 10:00:00,10,2,False,,IGNORED
CT-003140,C00952,CALL,2026-08-03 15:00:00,15,4,False,,IGNORED
CT-003141,C00952,SMS,2026-08-03 20:00:00,20,2,False,,REJECTED
CT-003142,C00953,WHATSAPP,2026-07-11 16:00:00,16,7,True,4.71,ANSWERED
CT-003143,C00953,WHATSAPP,2026-07-15 15:00:00,15,3,False,,IGNORED
CT-003144,C00953,SMS,2026-06-22 14:00:00,14,2,True,0.7,ANSWERED
